"area_fips","own_code","industry_code","agglvl_code","size_code","year","qtr","disclosure_code","area_title","own_title","industry_title","agglvl_title","size_title","qtrly_estabs_count","month1_emplvl","month2_emplvl","month3_emplvl","total_qtrly_wages","taxable_qtrly_wages","qtrly_contributions","avg_wkly_wage","lq_disclosure_code","lq_qtrly_estabs_count","lq_month1_emplvl","lq_month2_emplvl","lq_month3_emplvl","lq_total_qtrly_wages","lq_taxable_qtrly_wages","lq_qtrly_contributions","lq_avg_wkly_wage","oty_disclosure_code","oty_qtrly_estabs_count_chg","oty_qtrly_estabs_count_pct_chg","oty_month1_emplvl_chg","oty_month1_emplvl_pct_chg","oty_month2_emplvl_chg","oty_month2_emplvl_pct_chg","oty_month3_emplvl_chg","oty_month3_emplvl_pct_chg","oty_total_qtrly_wages_chg","oty_total_qtrly_wages_pct_chg","oty_taxable_qtrly_wages_chg","oty_taxable_qtrly_wages_pct_chg","oty_qtrly_contributions_chg","oty_qtrly_contributions_pct_chg","oty_avg_wkly_wage_chg","oty_avg_wkly_wage_pct_chg"
"17061","5","445","75","0","2022","1","N","Greene County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,0,0,0,0,0,0,0,"N",1.74,0,0,0,0,0,0,0,"N",2,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17063","5","445","75","0","2022","1","","Grundy County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",20,480,466,475,2780450,2428588,24301,452,"",1.18,1.12,1.07,1.08,0.88,0.88,0.51,0.81,"",1,5.3,-44,-8.4,-48,-9.3,-37,-7.2,303989,12.3,218352,9.9,5438,28.8,83,22.5
"17065","5","445","75","0","2022","1","","Hamilton County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,48,49,51,251385,230977,5011,392,"",2.10,1.18,1.19,1.23,1.25,1.09,1.65,1.05,"",1,20.0,7,17.1,8,19.5,11,27.5,67205,36.5,51584,28.8,1124,28.9,44,12.6
"17067","5","445","75","0","2022","1","","Hancock County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,80,66,71,367914,327013,8059,391,"",1.17,0.98,0.80,0.84,1.08,0.84,1.71,1.24,"",2,40.0,11,15.9,0,0.0,6,9.2,78382,27.1,62698,23.7,6002,291.8,57,17.1
"17069","5","445","75","0","2022","1","","Hardin County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,17,17,16,90139,84379,1530,416,"",3.49,1.27,1.20,1.13,1.74,1.05,2.13,1.44,"N",1,50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17071","5","445","75","0","2022","1","N","Henderson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",0.97,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17073","5","445","75","0","2022","1","","Henry County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",18,140,139,163,811555,739743,11209,424,"",1.27,0.51,0.51,0.59,0.65,0.60,0.56,1.21,"",1,5.9,7,5.3,1,0.7,26,19.0,89226,12.4,66828,9.9,2853,34.1,15,3.7
"17075","5","445","75","0","2022","1","","Iroquois County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",12,66,65,73,428750,413421,4530,485,"",1.26,0.48,0.47,0.52,0.76,0.62,0.58,1.55,"",1,9.1,-22,-25.0,-22,-25.3,-14,-16.1,-4332,-1.0,-1774,-0.4,1134,33.4,104,27.3
"17077","5","445","75","0","2022","1","","Jackson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",27,520,533,540,3608211,3160143,35706,523,"",1.69,1.02,1.03,1.04,1.27,1.82,1.48,1.23,"",2,8.0,-43,-7.6,-25,-4.5,-22,-3.9,577547,19.1,402777,14.6,6182,20.9,107,25.7
"17079","5","445","75","0","2022","1","N","Jasper County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.31,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17081","5","445","75","0","2022","1","","Jefferson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",19,315,318,325,2358333,2001463,24437,568,"",1.61,0.79,0.79,0.81,1.12,0.79,0.70,1.41,"",2,11.8,-30,-8.7,-28,-8.1,-17,-5.0,204325,9.5,85555,4.5,5673,30.2,87,18.1
"17083","5","445","75","0","2022","1","","Jersey County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,80,81,81,374039,365701,3326,357,"",1.06,0.76,0.77,0.76,0.79,0.83,0.52,1.03,"",1,20.0,5,6.7,9,12.5,9,12.5,93730,33.4,87432,31.4,1250,60.2,62,21.0
"17085","5","445","75","0","2022","1","","Jo Daviess County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",15,200,192,186,1102404,1011297,12244,440,"",1.48,1.39,1.31,1.26,1.75,1.35,1.21,1.33,"",0,0.0,-4,-2.0,-11,-5.4,-22,-10.6,87317,8.6,83067,8.9,-671,-5.2,59,15.5
"17087","5","445","75","0","2022","1","","Johnson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,43,43,41,226752,214137,7607,412,"",1.88,0.91,0.91,0.86,0.98,1.31,2.68,1.11,"",0,0.0,5,13.2,0,0.0,3,7.9,54896,31.9,49187,29.8,5961,362.2,79,23.7
"17089","5","445","75","0","2022","1","","Kane County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",193,4200,4226,4323,30313438,27236096,253654,549,"",1.07,0.97,0.97,0.98,1.16,1.08,0.66,1.19,"",11,6.0,-13,-0.3,46,1.1,127,3.0,4744978,18.6,3738184,15.9,63067,33.1,80,17.1
"17091","5","445","75","0","2022","1","","Kankakee County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",41,584,577,587,4091899,3514494,35904,540,"",1.32,0.66,0.65,0.66,0.88,0.74,0.47,1.34,"",4,10.8,-50,-7.9,-46,-7.4,-37,-5.9,453634,12.5,304715,9.5,7856,28.0,94,21.1
"17093","5","445","75","0","2022","1","","Kendall County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",29,521,520,535,3752607,3145957,32609,549,"",0.87,0.87,0.86,0.88,1.19,0.98,0.72,1.37,"",3,11.5,-37,-6.6,-29,-5.3,-13,-2.4,637808,20.5,448896,16.6,12271,60.3,115,26.5
"17095","5","445","75","0","2022","1","","Knox County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",19,572,579,561,2981882,2627347,25273,402,"",1.38,1.68,1.69,1.64,2.04,1.88,1.27,1.22,"",2,11.8,-32,-5.3,-8,-1.4,-25,-4.3,133348,4.7,130325,5.2,4923,24.2,32,8.6
"17097","1","445","75","0","2022","1","","Lake County, Illinois","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",8,357,381,378,3320361,0,0,687,"",21.32,16.54,17.58,17.45,9.57,0.00,0.00,0.56,"",1,14.3,-55,-13.3,-33,-8.0,-35,-8.5,48990,1.5,0,0.0,0,0.0,78,12.8
"17097","5","445","75","0","2022","1","","Lake County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",294,6269,6249,6303,49594410,42095215,418909,608,"",1.03,0.94,0.92,0.93,0.65,0.88,0.57,0.69,"",16,5.8,-671,-9.7,-632,-9.2,-543,-7.9,5137659,11.6,2493177,6.3,87529,26.4,112,22.6
"17099","5","445","75","0","2022","1","","LaSalle County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",39,1003,1023,1015,6210516,5453633,54633,471,"",1.12,1.20,1.19,1.20,1.33,1.10,0.65,1.11,"",1,2.6,-19,-1.9,9,0.9,6,0.6,601597,10.7,458886,9.2,12293,29.0,46,10.8
"17101","5","445","75","0","2022","1","","Lawrence County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,29,27,31,87714,87714,1667,233,"",2.04,0.34,0.32,0.37,0.20,0.19,0.33,0.59,"",0,0.0,11,61.1,3,12.5,7,29.2,14048,19.1,14048,19.1,723,76.6,-25,-9.7
"17103","5","445","75","0","2022","1","","Lee County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",16,161,161,158,879478,754416,8505,423,"",1.62,0.62,0.61,0.60,0.58,0.58,0.45,0.95,"",3,23.1,8,5.2,6,3.9,10,6.8,129544,17.3,93652,14.2,2460,40.7,43,11.3
"17105","5","445","75","0","2022","1","","Livingston County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",13,304,293,299,1604191,1431990,13741,413,"",1.09,1.13,1.07,1.10,1.07,1.07,0.84,0.97,"",1,8.3,-5,-1.6,-11,-3.6,-6,-2.0,92943,6.2,68224,5.0,3296,31.6,33,8.7
"17107","5","445","75","0","2022","1","","Logan County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",11,102,102,126,821713,760146,12292,575,"",1.40,0.59,0.57,0.70,0.86,0.85,1.03,1.38,"",1,10.0,34,50.0,35,52.2,59,88.1,449867,121.0,426422,127.8,7067,135.3,150,35.3
"17109","5","445","75","0","2022","1","","McDonough County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,257,268,243,1928536,1692545,14805,579,"",1.15,1.24,1.27,1.14,2.00,1.86,0.91,1.64,"",0,0.0,-72,-21.9,-50,-15.7,-70,-22.4,361770,23.1,320061,23.3,4978,50.7,202,53.6
"17111","5","445","75","0","2022","1","","McHenry County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",127,2073,2070,2101,14231211,12060089,130893,526,"",1.14,1.06,1.05,1.05,1.37,1.07,0.75,1.30,"",3,2.4,-120,-5.5,-95,-4.4,-63,-2.9,2169860,18.0,1363680,12.7,33988,35.1,99,23.2
"17113","5","445","75","0","2022","1","","McLean County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",55,1322,1361,1342,7416007,6490185,65827,425,"",1.18,0.76,0.77,0.76,0.57,0.60,0.51,0.74,"",3,5.8,-28,-2.1,-6,-0.4,-39,-2.8,596528,8.7,420401,6.9,15461,30.7,41,10.7
"17115","5","445","75","0","2022","1","","Macon County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",50,576,595,595,4526491,3822658,99161,591,"",1.73,0.60,0.62,0.62,0.58,0.68,1.14,0.95,"",3,6.4,23,4.2,58,10.8,68,12.9,1284724,39.6,1004077,35.6,69978,239.8,128,27.6
"17117","5","445","75","0","2022","1","","Macoupin County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",13,198,195,192,1078328,935763,8139,425,"",1.03,0.95,0.92,0.89,1.20,0.84,0.64,1.30,"",-2,-13.3,7,3.7,5,2.6,-6,-3.0,92290,9.4,66036,7.6,-968,-10.6,32,8.1
"17119","5","445","75","0","2022","1","","Madison County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",107,1406,1413,1414,9288452,8287733,99001,506,"",1.42,0.66,0.66,0.66,0.79,0.71,0.53,1.19,"",3,2.9,-66,-4.5,-56,-3.8,-51,-3.5,830177,9.8,683624,9.0,21825,28.3,63,14.2
"17121","5","445","75","0","2022","1","","Marion County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",17,121,123,130,684050,643810,7165,422,"",1.49,0.47,0.48,0.49,0.60,0.50,0.38,1.25,"",1,6.2,8,7.1,5,4.2,3,2.4,75085,12.3,47757,8.0,1677,30.6,29,7.4
"17123","5","445","75","0","2022","1","","Marshall County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,65,68,68,291230,287031,2862,334,"",1.87,1.11,1.18,1.16,1.19,0.90,0.57,1.03,"",1,16.7,0,0.0,8,13.3,6,9.7,27266,10.3,24507,9.3,536,23.0,8,2.5
"17125","5","445","75","0","2022","1","","Mason County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,104,104,109,434530,386607,4073,316,"",0.97,1.83,1.82,1.89,2.03,1.69,1.37,1.10,"",0,0.0,33,46.5,39,60.0,40,58.0,116267,36.5,102407,36.0,-706,-14.8,-42,-11.7
"17127","5","445","75","0","2022","1","N","Massac County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.06,0,0,0,0,0,0,0,"N",-1,-25.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17129","5","445","75","0","2022","1","N","Menard County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",1.32,0,0,0,0,0,0,0,"N",1,33.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17131","5","445","75","0","2022","1","","Mercer County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,48,48,45,254310,246373,3443,416,"",1.24,0.73,0.73,0.67,1.02,0.75,0.81,1.43,"",0,0.0,-7,-12.7,-7,-12.7,-10,-18.2,-98970,-28.0,-20482,-7.7,284,9.0,-78,-15.8
"17133","5","445","75","0","2022","1","","Monroe County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",7,140,141,143,687220,652661,4997,374,"",0.61,0.80,0.80,0.79,0.93,0.74,0.45,1.17,"",0,0.0,-4,-2.8,-1,-0.7,-5,-3.4,74651,12.2,66099,11.3,-955,-16.0,48,14.7
"17135","5","445","75","0","2022","1","","Montgomery County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",11,129,139,141,805088,707589,8767,454,"",1.16,0.73,0.78,0.78,1.03,0.83,0.86,1.35,"",3,37.5,34,35.8,52,59.8,59,72.0,156551,24.1,158830,28.9,2084,31.2,-113,-19.9
"17137","5","445","75","0","2022","1","","Morgan County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",13,145,152,150,961488,801269,13320,496,"",1.30,0.52,0.53,0.52,0.69,0.57,0.71,1.30,"",-1,-7.1,-1,-0.7,6,4.1,0,0.0,105573,12.3,85742,12.0,5948,80.7,49,11.0
"17139","5","445","75","0","2022","1","N","Moultrie County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,0,0,0,0,0,0,0,"N",0.86,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17141","5","445","75","0","2022","1","","Ogle County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",17,221,234,236,1240588,1071200,11736,414,"",1.18,0.72,0.75,0.74,0.70,0.55,0.39,0.95,"",0,0.0,-23,-9.4,2,0.9,-1,-0.4,125000,11.2,75153,7.5,980,9.1,53,14.7
"17143","5","445","75","0","2022","1","","Peoria County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",85,1648,1691,1717,11077953,9629733,109846,506,"",1.48,0.77,0.78,0.80,0.58,0.84,0.55,0.74,"",4,4.9,-65,-3.8,-10,-0.6,21,1.2,1122931,11.3,821484,9.3,24454,28.6,56,12.4
"17145","5","445","75","0","2022","1","","Perry County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,93,94,87,484166,447885,7135,408,"",1.90,0.97,0.99,0.92,1.12,1.09,1.60,1.17,"",1,12.5,-3,-3.1,-4,-4.1,-10,-10.3,15146,3.2,5906,1.3,311,4.6,36,9.7
"17147","5","445","75","0","2022","1","","Piatt County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,97,104,98,420355,351657,4036,324,"",0.58,1.34,1.43,1.35,1.32,0.93,1.03,0.96,"",0,0.0,1,1.0,13,14.3,5,5.4,24061,6.1,2392,0.7,391,10.7,-3,-0.9
"17149","5","445","75","0","2022","1","","Pike County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,146,143,142,691889,594481,5667,370,"",1.54,1.81,1.77,1.74,2.02,1.53,1.29,1.14,"",-1,-10.0,-39,-21.1,-38,-21.0,-44,-23.7,-647383,-48.3,-232032,-28.1,-1386,-19.7,-190,-33.9
"17151","5","445","75","0","2022","1","N","Pope County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",1.53,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17153","5","445","75","0","2022","1","N","Pulaski County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",2,0,0,0,0,0,0,0,"N",1.34,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17155","5","445","75","0","2022","1","","Putnam County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",4,29,30,34,86377,86377,1233,214,"",1.77,0.86,0.88,0.99,0.45,0.36,0.32,0.50,"",0,0.0,-1,-3.3,3,11.1,4,13.3,4039,4.9,4039,4.9,177,16.8,-4,-1.8
"17157","5","445","75","0","2022","1","","Randolph County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",12,172,173,171,1014893,937633,9374,454,"",1.38,0.71,0.72,0.70,0.83,0.76,0.56,1.17,"",1,9.1,-14,-7.5,-11,-6.0,-8,-4.5,112221,12.4,90622,10.7,173,1.9,75,19.8
"17159","5","445","75","0","2022","1","","Richland County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,75,78,76,465058,376485,3770,469,"",1.06,0.62,0.63,0.61,0.79,0.52,0.42,1.28,"",-1,-14.3,5,7.1,5,6.8,3,4.1,142853,44.3,75391,25.0,963,34.3,125,36.3
"17161","5","445","75","0","2022","1","","Rock Island County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",73,2050,2009,1871,10942341,9597043,95068,426,"",1.77,1.36,1.32,1.22,1.05,1.05,0.61,0.81,"",2,2.8,-133,-6.1,-110,-5.2,-221,-10.6,587920,5.7,486668,5.3,12881,15.7,52,13.9
"17163","1","445","75","0","2022","1","","St. Clair County, Illinois","Federal Government","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,93,91,88,859822,0,0,729,"",10.81,15.74,15.33,14.93,18.68,0.00,0.00,1.22,"",0,0.0,-10,-9.7,-10,-9.9,-13,-12.9,-58890,-6.4,0,0.0,0,0.0,34,4.9
"17163","5","445","75","0","2022","1","","St. Clair County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",114,1799,1802,1807,11285276,10317796,130846,482,"",1.62,0.98,0.97,0.98,1.11,1.06,0.92,1.13,"",5,4.6,15,0.8,29,1.6,-39,-2.1,1346478,13.5,1060542,11.5,19173,17.2,58,13.7
"17165","5","445","75","0","2022","1","","Saline County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",11,183,200,190,1353455,1137062,12837,545,"",1.57,1.19,1.30,1.21,2.11,1.31,1.09,1.70,"",0,0.0,-24,-11.6,-3,-1.5,-19,-9.1,122426,9.9,43988,4.0,1477,13.0,86,18.7
"17167","5","445","75","0","2022","1","","Sangamon County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",82,1702,1724,1693,10339862,8924170,95403,466,"",1.21,0.64,0.64,0.63,0.59,0.97,0.68,0.93,"",8,10.8,-61,-3.5,-6,-0.3,-7,-0.4,745670,7.8,385429,4.5,9233,10.7,40,9.4
"17169","5","445","75","0","2022","1","N","Schuyler County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",3,0,0,0,0,0,0,0,"N",1.26,0,0,0,0,0,0,0,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17171","5","445","75","0","2022","1","N","Scott County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.74,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17173","5","445","75","0","2022","1","","Shelby County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,57,59,59,249587,249587,2656,329,"",0.92,0.58,0.59,0.59,0.59,0.45,0.39,1.00,"",0,0.0,-10,-14.9,-4,-6.3,-6,-9.2,12523,5.3,12523,5.3,889,50.3,48,17.1
"17175","5","445","75","0","2022","1","N","Stark County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",1,0,0,0,0,0,0,0,"N",0.55,0,0,0,0,0,0,0,"N",-1,-50.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17177","5","445","75","0","2022","1","","Stephenson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",22,285,286,283,1566127,1437543,23194,423,"",1.49,0.83,0.82,0.80,0.86,0.72,0.63,1.06,"",2,10.0,4,1.4,-5,-1.7,-2,-0.7,156466,11.1,124569,9.5,729,3.2,43,11.3
"17179","5","445","75","0","2022","1","","Tazewell County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",31,963,990,987,8630161,7139517,99300,677,"",0.86,1.02,1.04,1.03,1.59,1.32,1.08,1.54,"",0,0.0,156,19.3,184,22.8,200,25.4,3954664,84.6,3053142,74.7,62482,169.7,227,50.4
"17181","5","445","75","0","2022","1","","Union County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",10,116,118,121,864496,766328,7702,562,"",2.21,1.11,1.10,1.11,2.03,1.64,1.21,1.84,"",2,25.0,1,0.9,6,5.4,11,10.0,203112,30.7,172228,29.0,1744,29.3,109,24.1
"17183","5","445","75","0","2022","1","","Vermilion County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",32,421,415,416,2163154,1820073,20255,399,"",1.69,0.79,0.78,0.78,0.79,0.63,0.45,1.01,"",1,3.2,28,7.1,25,6.4,22,5.6,114738,5.6,75617,4.3,3595,21.6,-3,-0.7
"17185","5","445","75","0","2022","1","","Wabash County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",5,75,79,79,385167,383556,3267,381,"",1.37,1.11,1.15,1.13,1.28,1.18,0.68,1.13,"",1,25.0,1,1.4,-3,-3.7,1,1.3,63831,19.9,62826,19.6,5,0.2,64,20.2
"17187","5","445","75","0","2022","1","","Warren County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,98,99,97,427420,362373,3584,335,"",1.14,0.79,0.80,0.78,0.77,0.49,0.39,0.97,"N",0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"17189","5","445","75","0","2022","1","","Washington County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",6,53,55,55,336732,301312,2726,477,"",1.05,0.39,0.40,0.40,0.48,0.32,0.12,1.20,"",0,0.0,-5,-8.6,1,1.9,-2,-3.5,41185,13.9,28634,10.5,529,24.1,73,18.1
"17191","5","445","75","0","2022","1","","Wayne County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,62,62,61,279989,259973,4648,349,"",1.69,0.77,0.75,0.72,0.88,0.76,1.26,1.18,"",2,28.6,7,12.7,9,17.0,8,15.1,37212,15.3,26468,11.3,2355,102.7,1,0.3
"17193","5","445","75","0","2022","1","","White County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",9,223,222,220,2623977,2148786,29111,911,"",1.88,2.84,2.77,2.71,7.47,4.51,4.31,2.70,"",0,0.0,10,4.7,12,5.7,9,4.3,1000988,61.7,624736,41.0,9747,50.3,320,54.1
"17195","5","445","75","0","2022","1","","Whiteside County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",27,367,373,377,2224499,1940972,23835,460,"",1.63,0.86,0.87,0.87,1.01,0.83,0.71,1.17,"",2,8.0,8,2.2,31,9.1,32,9.3,377447,20.4,274406,16.5,8162,52.1,53,13.0
"17197","5","445","75","0","2022","1","","Will County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",242,5121,5020,5134,36572581,31448818,387202,553,"",1.09,0.98,0.95,0.96,1.22,1.04,0.78,1.27,"",5,2.1,-527,-9.3,-407,-7.5,-276,-5.1,2796625,8.3,1655414,5.6,15594,4.2,80,16.9
"17199","5","445","75","0","2022","1","","Williamson County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",22,402,410,415,2829646,2402005,33473,532,"",1.14,0.71,0.72,0.72,1.03,0.81,0.84,1.44,"",-1,-4.3,-65,-13.9,-41,-9.1,-44,-9.6,-171149,-5.7,-264905,-9.9,-269,-0.8,29,5.8
"17201","5","445","75","0","2022","1","","Winnebago County, Illinois","Private","NAICS 445 Food and beverage retailers","County, NAICS 3-digit -- by ownership sector","All establishment sizes",134,2662,2721,2694,19510051,18493003,162317,557,"",1.60,1.04,1.05,1.04,1.30,1.27,0.74,1.25,"",6,4.7,-136,-4.9,-52,-1.9,-67,-2.4,1619729,9.1,1538387,9.1,25747,18.9,61,12.3
